Original Label,Perturbation Category,Count
category,2,1
Original Label,Perturbation Category,Count
category,4,1
Original Label,Perturbation Category,Count
category,1,1
Original Label,Perturbation Category,Count
category,5,1
Original Label,Perturbation Category,Count
category,1,1
Original Label,Perturbation Category,Count
category,2,1
Original Label,Perturbation Category,Count
category,4,1
Original Label,Perturbation Category,Count
category,1,1
Original Label,Perturbation Category,Count
category,5,1
Original Label,Perturbation Category,Count
category,1,1
Original Label,Perturbation Category,Count
category,2,1
Original Label,Perturbation Category,Count
category,2,1
Original Label,Perturbation Category,Count
category,2,1
Original Label,Perturbation Category,Count
0,1,1
0,2,5
0,3,5
0,4,1
0,5,5
1,0,1
1,3,1
1,4,2
1,5,4
2,0,3
2,1,3
2,3,1
2,4,1
2,5,1
3,0,1
3,1,3
3,2,2
3,4,1
3,5,1
4,0,3
4,1,3
4,2,5
5,0,11
5,1,7
5,2,10
5,3,6
5,4,9
Original Label,Perturbation Category,Count
0,1,1
0,2,5
0,3,5
0,4,1
0,5,5
1,0,1
1,3,1
1,4,2
1,5,4
2,0,3
2,1,3
2,3,1
2,4,1
2,5,1
3,0,1
3,1,3
3,2,2
3,4,1
3,5,1
4,0,3
4,1,3
4,2,5
5,0,11
5,1,7
5,2,10
5,3,6
5,4,9
Original Label,Perturbation Category,Count
0,1,1
0,2,5
0,3,5
0,4,1
0,5,5
1,0,1
1,3,1
1,4,2
1,5,4
2,0,3
2,1,3
2,3,1
2,4,1
2,5,1
3,0,1
3,1,3
3,2,2
3,4,1
3,5,1
4,0,3
4,1,3
4,2,5
5,0,11
5,1,7
5,2,10
5,3,6
5,4,9
Original Label,Perturbation Category,Count
0,1,1
0,2,5
0,3,5
0,4,1
0,5,5
1,0,1
1,3,1
1,4,2
1,5,4
2,0,3
2,1,3
2,3,1
2,4,1
2,5,1
3,0,1
3,1,3
3,2,2
3,4,1
3,5,1
4,0,3
4,1,3
4,2,5
5,0,11
5,1,7
5,2,10
5,3,6
5,4,9
Original Label,Perturbation Category,Count
0,1,1
0,2,5
0,3,5
0,4,1
0,5,5
1,0,1
1,3,1
1,4,2
1,5,4
2,0,3
2,1,3
2,3,1
2,4,1
2,5,1
3,0,1
3,1,3
3,2,2
3,4,1
3,5,1
4,0,3
4,1,3
4,2,5
5,0,11
5,1,7
5,2,10
5,3,6
5,4,9
Original Label,Perturbation Category,Count
0,1,1
0,2,5
0,3,5
0,4,1
0,5,5
1,0,1
1,3,1
1,4,2
1,5,4
2,0,3
2,1,3
2,3,1
2,4,1
2,5,1
3,0,1
3,1,3
3,2,2
3,4,1
3,5,1
4,0,3
4,1,3
4,2,5
5,0,11
5,1,7
5,2,10
5,3,6
5,4,9
Original Label,Perturbation Category,Count
0,1,1
0,2,5
0,3,5
0,4,1
0,5,5
1,0,1
1,3,1
1,4,2
1,5,4
2,0,3
2,1,3
2,3,1
2,4,1
2,5,1
3,0,1
3,1,3
3,2,2
3,4,1
3,5,1
4,0,3
4,1,3
4,2,5
5,0,11
5,1,7
5,2,10
5,3,6
5,4,9
Original Label,Perturbation Category,Count
0,1,3
0,2,5
0,3,1
0,4,5
0,5,4
1,0,1
1,3,2
1,4,2
1,5,1
2,3,4
2,5,1
3,0,1
3,1,2
3,4,1
3,5,1
4,0,2
4,1,6
4,2,3
4,3,2
4,5,1
5,0,10
5,1,12
5,2,10
5,3,10
5,4,6
Original Label,Perturbation Category,Count
0,1,2
0,2,7
0,3,4
0,4,2
0,5,4
1,0,1
1,2,1
1,3,4
1,4,1
1,5,1
2,0,1
2,1,1
2,3,1
2,5,1
3,0,3
3,1,2
3,4,1
3,5,1
4,0,1
4,1,3
4,2,4
4,3,3
4,5,2
5,0,7
5,1,9
5,2,11
5,3,10
5,4,8
Original Label,Perturbation Category,Count
0,1,6
0,2,1
0,3,3
0,4,7
0,5,6
1,0,2
1,2,1
1,3,2
1,4,3
2,0,2
2,1,1
2,3,3
3,1,1
3,2,1
3,4,4
3,5,1
4,0,7
4,1,2
4,3,2
4,5,2
5,0,9
5,1,5
5,2,7
5,3,5
5,4,13
Original Label,Perturbation Category,Count
0,1,9
0,2,5
0,3,2
0,4,6
0,5,1
1,0,1
1,2,1
1,3,1
1,4,1
2,0,1
2,3,2
2,4,1
3,0,3
3,1,1
3,2,2
3,5,2
4,0,3
4,1,2
4,2,2
4,3,4
4,5,3
5,0,8
5,1,11
5,2,11
5,3,8
5,4,5
Original Label,Perturbation Category,Count
0,1,1
0,2,5
0,3,5
0,4,1
0,5,5
1,0,1
1,3,1
1,4,2
1,5,4
2,0,3
2,1,3
2,3,1
2,4,1
2,5,1
3,0,1
3,1,3
3,2,2
3,4,1
3,5,1
4,0,3
4,1,3
4,2,5
5,0,11
5,1,7
5,2,10
5,3,6
5,4,9
Original Label,Perturbation Category,Count
0,1,3
0,2,5
0,3,1
0,4,5
0,5,4
1,0,1
1,3,2
1,4,2
1,5,1
2,3,4
2,5,1
3,0,1
3,1,2
3,4,1
3,5,1
4,0,2
4,1,6
4,2,3
4,3,2
4,5,1
5,0,10
5,1,12
5,2,10
5,3,10
5,4,6
Original Label,Perturbation Category,Count
0,1,2
0,2,7
0,3,4
0,4,2
0,5,4
1,0,1
1,2,1
1,3,4
1,4,1
1,5,1
2,0,1
2,1,1
2,3,1
2,5,1
3,0,3
3,1,2
3,4,1
3,5,1
4,0,1
4,1,3
4,2,4
4,3,3
4,5,2
5,0,7
5,1,9
5,2,11
5,3,10
5,4,8
Original Label,Perturbation Category,Count
0,1,6
0,2,1
0,3,3
0,4,7
0,5,6
1,0,2
1,2,1
1,3,2
1,4,3
2,0,2
2,1,1
2,3,3
3,1,1
3,2,1
3,4,4
3,5,1
4,0,7
4,1,2
4,3,2
4,5,2
5,0,9
5,1,5
5,2,7
5,3,5
5,4,13
Original Label,Perturbation Category,Count
0,1,9
0,2,5
0,3,2
0,4,6
0,5,1
1,0,1
1,2,1
1,3,1
1,4,1
2,0,1
2,3,2
2,4,1
3,0,3
3,1,1
3,2,2
3,5,2
4,0,3
4,1,2
4,2,2
4,3,4
4,5,3
