Project_Group,Test_case,Tokens(Sorted by Importance),Attribution_Scores(Sorted),Predicted_Class,True_Class,Test_Pred_Logit,Test_Confidence_Score
4,"['@Test\npublic void test_multimap() throws Exception {\n    Map<String, Integer> map = ImmutableMap.of(""a"", 1, ""b"", 1, ""c"", 2);\n    SetMultimap<String, Integer> multimap = Multimaps.forMap(map);\n    Multimap<Integer, String> inverse = Multimaps.invertFrom(multimap, HashMultimap.<Integer, String>create());\n    String json = JSON.toJSONString(inverse);\n    assertEquals(""{1:[\\""a\\"",\\""b\\""],2:[\\""c\\""]}"", json);\n}']",JSON;Map;Multimaps;Multimaps;Multimap;JSON;map;Multimap;inverse;Multimap,1.1641532182693481e-09;4.0745362639427185e-10;3.055902197957039e-10;2.473825588822365e-10;2.0372681319713593e-10;1.7462298274040222e-10;1.7462298274040222e-10;1.3096723705530167e-10;1.1641532182693481e-10;9.822542779147625e-11,3,3,"[-10.056099891662598, -9.48874568939209, -8.769048690795898, -0.0005224770284257829, -8.440281867980957, -10.342743873596191]",0.9994778037071228
4,"['@Test\npublic void testWorkflowForkFailure() throws Exception {\n    Assert.assertEquals(200, deploy(WorkflowFailureInForkApp.class).getStatusLine().getStatusCode());\n    Id.Application appId = Application.from(DEFAULT, NAME);\n    Id.Workflow workflowId = Workflow.from(appId, NAME);\n    Id.Program firstMRId = Program.from(appId, MAPREDUCE, FIRST_MAPREDUCE_NAME);\n    Id.Program secondMRId = Program.from(appId, MAPREDUCE, SECOND_MAPREDUCE_NAME);\n    String outputPath = new File(tmpFolder.newFolder(), ""output"").getAbsolutePath();\n    File fileToSync = new File(tmpFolder.newFolder() + ""/sync.file"");\n    File fileToWait = new File(tmpFolder.newFolder() + ""/wait.file"");\n    startProgram(workflowId, ImmutableMap.of(""inputPath"", createInput(""testWorkflowForkFailureInput""), ""outputPath"", outputPath, ""sync.file"", fileToSync.getAbsolutePath(), ""wait.file"", fileToWait.getAbsolutePath(), (""mapreduce."" + WorkflowFailureInForkApp.SECOND_MAPREDUCE_NAME) + "".throw.exception"", ""true""));\n    waitState(workflowId, RUNNING.name());\n    waitState(workflowId, STOPPED.name());\n    verifyProgramRuns(workflowId, ""failed"");\n    List<RunRecord> mapReduceProgramRuns = getProgramRuns(firstMRId, KILLED.name());\n    Assert.assertEquals(1, mapReduceProgramRuns.size());\n    mapReduceProgramRuns = getProgramRuns(secondMRId, FAILED.name());\n    Assert.assertEquals(1, mapReduceProgramRuns.size());\n}']",Immutable;Application;create;mapreduce;DEFAULT;Sync;Run;Program;Workflow;wait,8.847564458847046e-09;5.587935447692871e-09;2.7939677238464355e-09;2.561137080192566e-09;2.2118911147117615e-09;1.3969838619232178e-09;1.3969838619232178e-09;1.3969838619232178e-09;1.3969838619232178e-09;1.280568540096283e-09,3,1,"[-10.1420316696167, -9.601951599121094, -8.746088981628418, -0.0005455912905745208, -8.296895027160645, -10.409785270690918]",0.9994545578956604
4,"['@Test\npublic void testAddLocation() throws Exception {\n    DataSize maxResponseSize = DataSize.of(10, MEGABYTE);\n    MockExchangeRequestProcessor processor = new MockExchangeRequestProcessor(maxResponseSize);\n    TaskId task1 = new TaskId(new StageId(""query"", 1), 0, 0);\n    TaskId task2 = new TaskId(new StageId(""query"", 1), 1, 0);\n    TaskId task3 = new TaskId(new StageId(""query"", 1), 2, 0);\n    URI location1 = URI.create(""http:www.example1.com"");\n    URI location2 = URI.create(""http:www.example2.com"");\n    URI location3 = URI.create(""http:www.example3.com"");\n    processor.addPage(location1, createSerializedPage(1));\n    processor.addPage(location1, createSerializedPage(2));\n    TestingExchangeClientBuffer buffer = new TestingExchangeClientBuffer(DataSize.of(1, MEGABYTE));\n    @SuppressWarnings(""resource"")\n    ExchangeClient exchangeClient = new ExchangeClient(""localhost"", DataIntegrityVerification.ABORT, buffer, maxResponseSize, 1, new Duration(1, TimeUnit.MINUTES), true, new TestingHttpClient(processor, scheduler), scheduler, new SimpleLocalMemoryContext(newSimpleAggregatedMemoryContext(), ""test""), pageBufferClientCallbackExecutor, ( taskId, failure) -> {\n    });\n    assertThat(buffer.getAllTasks()).isEmpty();\n    assertThat(buffer.getPages().asMap()).isEmpty();\n    assertThat(buffer.getFinishedTasks()).isEmpty();\n    assertThat(buffer.getFailedTasks().asMap()).isEmpty();\n    assertFalse(buffer.isNoMoreTasks());\n    exchangeClient.addLocation(task1, location1);\n    assertThat(buffer.getAllTasks()).containsExactly(task1);\n    assertTaskIsNotFinished(buffer, task1);\n    processor.setComplete(location1);\n    buffer.whenTaskFinished(task1).get(10, SECONDS);\n    assertThat(buffer.getPages().get(task1)).hasSize(2);\n    assertThat(buffer.getFinishedTasks()).containsExactly(task1);\n    exchangeClient.addLocation(task2, location2);\n    assertThat(buffer.getAllTasks()).containsExactlyInAnyOrder(task1, task2);\n    assertTaskIsNotFinished(buffer, task2);\n    processor.setComplete(location2);\n    buffer.whenTaskFinished(task2).get(10, SECONDS);\n    assertThat(buffer.getFinishedTasks()).containsExactlyInAnyOrder(task1, task2);\n    assertThat(buffer.getPages().get(task2)).hasSize(0);\n    exchangeClient.addLocation(task3, location3);\n    assertThat(buffer.getAllTasks()).containsExactlyInAnyOrder(task1, task2, task3);\n    assertTaskIsNotFinished(buffer, task3);\n    exchangeClient.noMoreLocations();\n    assertTrue(buffer.isNoMoreTasks());\n    assertThat(buffer.getAllTasks()).containsExactlyInAnyOrder(task1, task2, task3);\n    assertTaskIsNotFinished(buffer, task3);\n    exchangeClient.close();\n    assertEventually(() -> assertEquals(exchangeClient.getStatus().getPageBufferClientStatuses().get(0).getHttpRequestState(), ""not scheduled"", ""httpRequestState""));\n    assertEventually(() -> assertEquals(exchangeClient.getStatus().getPageBufferClientStatuses().get(1).getHttpRequestState(), ""not scheduled"", ""httpRequestState""));\n    assertEventually(() -> assertEquals(exchangeClient.getStatus().getPageBufferClientStatuses().get(2).getHttpRequestState(), ""not scheduled"", ""httpRequestState""));\n    assertThat(buffer.getFinishedTasks()).containsExactlyInAnyOrder(task1, task2, task3);\n    assertThat(buffer.getFailedTasks().asMap()).isEmpty();\n    assertTrue(exchangeClient.isFinished());\n}']",Add;Integrity;of;resource;Duration;Testing;arnings;Size;TE;Exchange,2.2351741790771484e-08;1.862645149230957e-08;1.816079020500183e-08;1.4901161193847656e-08;1.4435499906539917e-08;1.1175870895385742e-08;1.1175870895385742e-08;9.313225746154785e-09;9.313225746154785e-09;9.313225746154785e-09,3,0,"[-10.010641098022461, -9.441243171691895, -8.74184799194336, -0.0005479741375893354, -8.385612487792969, -10.24375057220459]",0.9994521737098694
4,"['@Test\npublic void testMatchesSpeedTest() throws Exception {\n    int iterations = 15;\n    String password = new RandomValueStringGenerator().generate();\n    String encodedBcrypt = cachingPasswordEncoder.encode(password);\n    long nanoStart = System.nanoTime();\n    for (int i = 0; i < iterations; i++) {\n        assertTrue(cachingPasswordEncoder.getPasswordEncoder().matches(password, encodedBcrypt));\n        long nanoStop = System.nanoTime();\n        long bcryptTime = nanoStop - nanoStart;\n        nanoStart = System.nanoTime();\n        for (int i = 0; i < iterations; i++) {\n            nanoStop = System.nanoTime();\n            long cacheTime = nanoStop - nanoStart;\n            assertTrue(bcryptTime > (10 * cacheTime));\n        }\n    }\n}']",Password;Password;encoded;crypt;cache;Time;Time;Time;Time;ano,1.1641532182693481e-09;1.0477378964424133e-09;9.89530235528946e-10;9.89530235528946e-10;9.313225746154785e-10;8.149072527885437e-10;8.149072527885437e-10;6.984919309616089e-10;5.820766091346741e-10;5.820766091346741e-10,2,2,"[-9.026965141296387, -8.794416427612305, -0.0004211969207972288, -9.26344108581543, -9.917278289794922, -12.162766456604004]",0.9995788931846619
4,"['@Test\npublic void serializeWithTruncateArrayTest() throws IOException {\n    final ResponseContext ctx = ResponseContext.createEmpty();\n    ctx.put(UNCOVERED_INTERVALS, Arrays.asList(interval(1), interval(2), interval(3), interval(4), interval(5), interval(6)));\n    ctx.put(EXTN_STRING_KEY, Strings.repeat(""x"", INTERVAL_LEN * 7));\n    final DefaultObjectMapper objectMapper = new DefaultObjectMapper();\n    final String fullString = objectMapper.writeValueAsString(ctx.getDelegate());\n    final ResponseContext.SerializationResult res1 = ctx.serializeWith(objectMapper, Integer.MAX_VALUE);\n    Assert.assertEquals(fullString, res1.getResult());\n    final int maxLen = ((((INTERVAL_LEN * 4) + UNCOVERED_INTERVALS.getName().length()) + 4) + TRUNCATED.getName().length()) + 6;\n    final ResponseContext.SerializationResult res2 = ctx.serializeWith(objectMapper, maxLen);\n    final ResponseContext ctxCopy = ResponseContext.createEmpty();\n    ctxCopy.put(UNCOVERED_INTERVALS, Arrays.asList(interval(1), interval(2), interval(3)));\n    ctxCopy.put(TRUNCATED, true);\n    Assert.assertEquals(ctxCopy.getDelegate(), deserializeContext(res2.getResult(), objectMapper));\n}']",repeat;serialize;INTERVAL;Strings;Result;List;Response;serialize;interval;As,2.3283064365386963e-09;1.1641532182693481e-09;6.984919309616089e-10;6.984919309616089e-10;6.402842700481415e-10;6.111804395914078e-10;4.656612873077393e-10;4.656612873077393e-10;4.656612873077393e-10;4.3655745685100555e-10,3,3,"[-10.068751335144043, -9.489267349243164, -8.807963371276855, -0.00051771110156551, -8.431018829345703, -10.346689224243164]",0.999482274055481
4,"['@Test\npublic void testLogicalTypePreviewRun(Engine engine) throws Exception {\n    PreviewManager previewManager = getPreviewManager();\n    String sourceTableName = ""singleInput"";\n    String sinkTableName = ""singleOutput"";\n    Schema schema = Schema.recordOf(\n    ""testRecord"",\n    Schema.Field.of(""name"", Schema.of(Schema.Type.STRING)),\n    Schema.Field.of(""date"", Schema.of(Schema.LogicalType.DATE)),\n    Schema.Field.of(""ts"", Schema.of(Schema.LogicalType.TIMESTAMP_MILLIS))\n    );\n    ETLBatchConfig etlConfig = ETLBatchConfig.builder()\n    .addStage(new ETLStage(""source"", MockSource.getPlugin(sourceTableName, schema)))\n    .addStage(new ETLStage(""transform"", IdentityTransform.getPlugin()))\n    .addStage(new ETLStage(""sink"", MockSink.getPlugin(sinkTableName)))\n    .addConnection(""source"", ""transform"")\n    .addConnection(""transform"", ""sink"")\n    .setEngine(engine)\n    .setNumOfRecordsPreview(100)\n    .build();\n    PreviewConfig previewConfig = new PreviewConfig(SmartWorkflow.NAME, ProgramType.WORKFLOW,\n    Collections.<String, String>emptyMap(), 10);\n    addDatasetInstance(Table.class.getName(), sourceTableName,\n    DatasetProperties.of(ImmutableMap.of(""schema"", schema.toString())));\n    DataSetManager<Table> inputManager = getDataset(NamespaceId.DEFAULT.dataset(sourceTableName));\n    ZonedDateTime expectedMillis = ZonedDateTime.of(2018, 11, 11, 11, 11, 11, 123 * 1000 * 1000,\n    ZoneId.ofOffset(""UTC"", ZoneOffset.UTC));\n    StructuredRecord recordSamuel = StructuredRecord.builder(schema).set(""name"", ""samuel"")\n    .setDate(""date"", LocalDate.of(2002, 11, 18)).setTimestamp(""ts"", expectedMillis).build();\n    StructuredRecord recordBob = StructuredRecord.builder(schema).set(""name"", ""bob"")\n    .setDate(""date"", LocalDate.of(2003, 11, 18)).setTimestamp(""ts"", expectedMillis).build();\n    MockSource.writeInput(inputManager, ImmutableList.of(recordSamuel, recordBob));\n    AppRequest<ETLBatchConfig> appRequest = new AppRequest<>(APP_ARTIFACT_RANGE, etlConfig, previewConfig);\n    ApplicationId previewId = previewManager.start(NamespaceId.DEFAULT, appRequest);\n    Tasks.waitFor(PreviewStatus.Status.COMPLETED, new Callable<PreviewStatus.Status>() {\n        @Override\n        public PreviewStatus.Status call() throws Exception {\n            PreviewStatus status = previewManager.getStatus(previewId);\n            return status == null ? null : status.getStatus();\n        }\n    }, 5, TimeUnit.MINUTES);\n    checkPreviewStore(previewManager, previewId, ""source"", 2);\n    List<JsonElement> data = previewManager.getData(previewId, ""source"").get(DATA_TRACER_PROPERTY);\n    StructuredRecord actualRecordSamuel = GSON.fromJson(data.get(0), StructuredRecord.class);\n    Assert.assertEquals(actualRecordSamuel.get(""date""), ""2002-11-18"");\n    Assert.assertEquals(actualRecordSamuel.get(""ts""), ""2018-11-11T11:11:11.123Z[UTC]"");\n    StructuredRecord actualRecordBob = GSON.fromJson(data.get(1), StructuredRecord.class);\n    Assert.assertEquals(actualRecordBob.get(""date""), ""2003-11-18"");\n    Assert.assertEquals(actualRecordBob.get(""ts""), ""2018-11-11T11:11:11.123Z[UTC]"");\n    checkPreviewStore(previewManager, previewId, ""transform"", 2);\n    checkPreviewStore(previewManager, previewId, ""sink"", 2);\n    validateMetric(2, previewId, ""source.records.in"", previewManager);\n    validateMetric(2, previewId, ""source.records.out"", previewManager);\n    validateMetric(2, previewId, ""transform.records.in"", previewManager);\n    validateMetric(2, previewId, ""transform.records.out"", previewManager);\n    validateMetric(2, previewId, ""sink.records.out"", previewManager);\n    validateMetric(2, previewId, ""sink.records.in"", previewManager);\n    DataSetManager<Table> sinkManager = getDataset(sinkTableName);\n    Assert.assertNull(sinkManager.get());\n    deleteDatasetInstance(NamespaceId.DEFAULT.dataset(sourceTableName));\n    Assert.assertNotNull(previewManager.getRunId(previewId));\n}']",Time;UTC;ts;IMESTAMP;WORKFLOW;Dataset;Schema;Preview;Mock;of,3.725290298461914e-09;2.7939677238464355e-09;2.3283064365386963e-09;2.0954757928848267e-09;1.9208528101444244e-09;1.9208528101444244e-09;1.862645149230957e-09;1.862645149230957e-09;1.7462298274040222e-09;1.57160684466362e-09,3,2,"[-9.720651626586914, -8.921725273132324, -6.20957088470459, -0.0024911104701459408, -8.304617881774902, -10.20260238647461]",0.9975119829177856
4,"['@Test\npublic void testLogbackStatusPrinterPrintStreamIsRestoredToSystemOut() throws Exception {\n    Field field = StatusPrinter.class.getDeclaredField(""ps"");\n    field.setAccessible(true);\n    PrintStream out = (PrintStream) field.get(null);\n    assertThat(out).isSameAs(System.out);\n}']",Stream;Field;Accessible;Restored;Status;Print;Declared;Stream;Stream;That,1.862645149230957e-08;1.862645149230957e-08;1.6763806343078613e-08;1.6298145055770874e-08;1.4901161193847656e-08;1.4901161193847656e-08;1.4901161193847656e-08;1.30385160446167e-08;1.30385160446167e-08;1.1175870895385742e-08,3,4,"[-7.519591331481934, -7.845099925994873, -6.47162389755249, -0.3289388418197632, -1.2816418409347534, -8.290021896362305]",0.7196871042251587
4,"['@Test\npublic void testWriteGaps() throws Exception {\n    final Object notifyObject = new Object();\n    byte[] passwd = new byte[20];\n    Arrays.fill(passwd, ((byte) (\'a\')));\n    InetSocketAddress addr = new InetSocketAddress(""127.0.0.1"", port);\n    ResultStruct arc = new ResultStruct();\n    BookieClient bc = new BookieClient(new ClientConfiguration(), channelFactory, executor);\n    ChannelBuffer bb;\n    bb = createByteBuffer(1, 1, 1);\n    bc.addEntry(addr, 1, passwd, 1, bb, wrcb, null, FLAG_NONE);\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 1, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(0, arc.rc);\n        assertEquals(1, arc.entry.getInt());\n    }\n    bb = createByteBuffer(2, 1, 2);\n    bc.addEntry(addr, 1, passwd, 2, bb, wrcb, null, FLAG_NONE);\n    bb = createByteBuffer(3, 1, 3);\n    bc.addEntry(addr, 1, passwd, 3, bb, wrcb, null, FLAG_NONE);\n    bb = createByteBuffer(5, 1, 5);\n    bc.addEntry(addr, 1, passwd, 5, bb, wrcb, null, FLAG_NONE);\n    bb = createByteBuffer(7, 1, 7);\n    bc.addEntry(addr, 1, passwd, 7, bb, wrcb, null, FLAG_NONE);\n    synchronized(notifyObject) {\n        bb = createByteBuffer(11, 1, 11);\n        bc.addEntry(addr, 1, passwd, 11, bb, wrcb, notifyObject, FLAG_NONE);\n        notifyObject.wait();\n    }\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 6, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(NoSuchEntryException, arc.rc);\n    }\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 7, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(0, arc.rc);\n        assertEquals(7, arc.entry.getInt());\n    }\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 1, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(0, arc.rc);\n        assertEquals(1, arc.entry.getInt());\n    }\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 2, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(0, arc.rc);\n        assertEquals(2, arc.entry.getInt());\n    }\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 3, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(0, arc.rc);\n        assertEquals(3, arc.entry.getInt());\n    }\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 4, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(NoSuchEntryException, arc.rc);\n    }\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 11, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(0, arc.rc);\n        assertEquals(11, arc.entry.getInt());\n    }\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 5, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(0, arc.rc);\n        assertEquals(5, arc.entry.getInt());\n    }\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 10, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(NoSuchEntryException, arc.rc);\n    }\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 12, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(NoSuchEntryException, arc.rc);\n    }\n    synchronized(arc) {\n        bc.readEntry(addr, 1, 13, recb, arc, FLAG_NONE);\n        arc.wait(1000);\n        assertEquals(NoSuchEntryException, arc.rc);\n    }\n}']",Socket;Address;Inet;port;Buffer;passwd;Buffer;Result;wrcb;executor,2.9802322387695312e-08;1.4901161193847656e-08;9.313225746154785e-09;7.450580596923828e-09;7.450580596923828e-09;6.752088665962219e-09;6.51925802230835e-09;6.51925802230835e-09;5.762558430433273e-09;5.587935447692871e-09,4,0,"[-5.716597557067871, -9.088531494140625, -8.377449035644531, -7.437318325042725, -0.004298732616007328, -9.614768028259277]",0.9957106113433838
4,"['@Test\npublic void testFlowNoConflictsWithClients() throws Exception {\n    startComputation(0, stopFlag0);\n    if (!tcpDiscovery())\n    return;\n    startComputation(1, stopFlag1);\n    startComputation(2, stopFlag2);\n    startComputation(3, stopFlag3);\n    startComputation(4, stopFlag4);\n    final Set<Integer> deafClientObservedIds = new ConcurrentHashSet<>();\n    startListening(5, true, deafClientObservedIds);\n    final Set<Integer> regClientObservedIds = new ConcurrentHashSet<>();\n    startListening(6, false, regClientObservedIds);\n    START_LATCH.countDown();\n    Thread killer = new Thread(new ServerNodeKiller());\n    Thread resurrection = new Thread(new ServerNodeResurrection());\n    killer.setName(""node-killer-thread"");\n    killer.start();\n    resurrection.setName(""node-resurrection-thread"");\n    resurrection.start();\n    while (!updatesQueue.isEmpty())\n    Thread.sleep(1000);\n    killer.interrupt();\n    resurrection.interrupt();\n}']",Conflicts;sleep;Empty;interrupt;start;Thread;interrupt;thread;if;Thread,4.423782229423523e-09;3.259629011154175e-09;1.6298145055770874e-09;1.57160684466362e-09;1.4551915228366852e-09;1.3969838619232178e-09;1.280568540096283e-09;1.2223608791828156e-09;1.076841726899147e-09;9.022187441587448e-10,0,1,"[-0.0009074860718101263, -7.533075332641602, -9.407181739807129, -11.001863479614258, -8.299433708190918, -10.621063232421875]",0.9990929365158081
4,"['@Test\npublic void testReadWithTimeoutInterleaved() {\n    int space = 0xfd;\n    long address = 0x12345678;\n    int length = 4;\n    MemoryConfigurationService.McsReadHandler hnd = mock(McsReadHandler.class);\n    MemoryConfigurationService.McsReadHandler hnd2 = mock(McsReadHandler.class);\n    iface.getDatagramMeteringBuffer().setTimeout(30);\n    iface.getMemoryConfigurationService().setTimeoutMillis(30);\n    {\n        iface.getMemoryConfigurationService().requestRead(farID, space, address, length, hnd);\n        expectMessageAndNoMore(new DatagramMessage(hereID, farID, new int[]{ 0x20, 0x41, 0x12, 0x34, 0x56, 0x78, 4 }));\n        System.err.println(""Expect \'Never received reply\' here -->"");\n        delay(50);\n        System.err.println(""<--"");\n        verify(hnd).handleFailure(0x100);\n        verifyNoMoreInteractions(hnd);\n        iface.getMemoryConfigurationService().requestRead(farID, space, address + 1, length, hnd2);\n        expectMessageAndNoMore(new DatagramMessage(hereID, farID, new int[]{ 0x20, 0x41, 0x12, 0x34, 0x56, 0x79, 4 }));\n        sendMessage(new DatagramAcknowledgedMessage(farID, hereID, 0x80));\n        consumeMessages();\n        sendMessage(new DatagramRejectedMessage(farID, hereID, 0x2020));\n        consumeMessages();\n        System.err.println(""Expect \'unexpected response datagram\' here -->"");\n        sendMessageAndExpectResult(new DatagramMessage(farID, hereID, new int[]{ 0x20, 0x51, 0x12, 0x34, 0x56, 0x78, 0xaa }), new DatagramAcknowledgedMessage(hereID, farID));\n        System.err.println(""<--"");\n        expectNoMessages();\n        delay(50);\n        expectMessageAndNoMore(new DatagramMessage(hereID, farID, new int[]{ 0x20, 0x41, 0x12, 0x34, 0x56, 0x79, 4 }));\n        sendMessage(new DatagramAcknowledgedMessage(farID, hereID, 0x80));\n        consumeMessages();\n        sendMessage(new DatagramAcknowledgedMessage(farID, hereID, 0x80));\n        consumeMessages();\n        sendMessageAndExpectResult(new DatagramMessage(farID, hereID, new int[]{ 0x20, 0x51, 0x12, 0x34, 0x56, 0x79, 0xaa }), new DatagramAcknowledgedMessage(hereID, farID));\n        verify(hnd2).handleReadData(farID, space, address + 1, new byte[]{ ((byte) (0xaa)) });\n        verifyNoMoreInteractions(hnd2);\n    }\n    System.err.println(""Sending another request..."");\n    sendAnother(space, address + 5);\n}']",Timeout;Datagram;Mill;Message;Datagram;Timeout;set;Service;expect;Message,1.1175870895385742e-08;8.847564458847046e-09;4.6566128730773926e-09;3.14321368932724e-09;2.561137080192566e-09;2.3283064365386963e-09;1.979060471057892e-09;1.6298145055770874e-09;1.3969838619232178e-09;1.3969838619232178e-09,0,0,"[-0.0009317824151366949, -7.44767427444458, -9.390591621398926, -11.04200267791748, -8.396833419799805, -10.66089153289795]",0.9990687966346741
